Number,Name,Type,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,image
0380,Latias,"['Dragon', 'Psychic']",600,80,80,90,110,130,110,https://img.pokemondb.net/artwork/large/latias.jpg
0380,Latias,"['Dragon', 'Psychic']",700,80,100,120,140,150,110,https://img.pokemondb.net/artwork/large/latias-mega.jpg
0381,Latios,"['Dragon', 'Psychic']",600,80,90,80,130,110,110,https://img.pokemondb.net/artwork/large/latios.jpg
0381,Latios,"['Dragon', 'Psychic']",700,80,130,100,160,120,110,https://img.pokemondb.net/artwork/large/latios-mega.jpg
0382,Kyogre,['Water'],670,100,100,90,150,140,90,https://img.pokemondb.net/artwork/large/kyogre.jpg
0382,Kyogre,['Water'],770,100,150,90,180,160,90,https://img.pokemondb.net/artwork/large/kyogre-primal.jpg
0383,Groudon,['Ground'],670,100,150,140,100,90,90,https://img.pokemondb.net/artwork/large/groudon.jpg
0383,Groudon,"['Ground', 'Fire']",770,100,180,160,150,90,90,https://img.pokemondb.net/artwork/large/groudon-primal.jpg
0384,Rayquaza,"['Dragon', 'Flying']",680,105,150,90,150,90,95,https://img.pokemondb.net/artwork/large/rayquaza.jpg
0384,Rayquaza,"['Dragon', 'Flying']",780,105,180,100,180,100,115,https://img.pokemondb.net/artwork/large/rayquaza-mega.jpg
0385,Jirachi,"['Steel', 'Psychic']",600,100,100,100,100,100,100,https://img.pokemondb.net/artwork/large/jirachi.jpg
0386,Deoxys,['Psychic'],600,50,150,50,150,50,150,https://img.pokemondb.net/artwork/large/deoxys-normal.jpg
0386,Deoxys,['Psychic'],600,50,180,20,180,20,150,https://img.pokemondb.net/artwork/large/deoxys-attack.jpg
0386,Deoxys,['Psychic'],600,50,70,160,70,160,90,https://img.pokemondb.net/artwork/large/deoxys-defense.jpg
0386,Deoxys,['Psychic'],600,50,95,90,95,90,180,https://img.pokemondb.net/artwork/large/deoxys-speed.jpg
0387,Turtwig,['Grass'],318,55,68,64,45,55,31,https://img.pokemondb.net/artwork/large/turtwig.jpg
0388,Grotle,['Grass'],405,75,89,85,55,65,36,https://img.pokemondb.net/artwork/large/grotle.jpg
0389,Torterra,"['Grass', 'Ground']",525,95,109,105,75,85,56,https://img.pokemondb.net/artwork/large/torterra.jpg
0390,Chimchar,['Fire'],309,44,58,44,58,44,61,https://img.pokemondb.net/artwork/large/chimchar.jpg
0391,Monferno,"['Fire', 'Fighting']",405,64,78,52,78,52,81,https://img.pokemondb.net/artwork/large/monferno.jpg
0392,Infernape,"['Fire', 'Fighting']",534,76,104,71,104,71,108,https://img.pokemondb.net/artwork/large/infernape.jpg
0393,Piplup,['Water'],314,53,51,53,61,56,40,https://img.pokemondb.net/artwork/large/piplup.jpg
0394,Prinplup,['Water'],405,64,66,68,81,76,50,https://img.pokemondb.net/artwork/large/prinplup.jpg
0395,Empoleon,"['Water', 'Steel']",530,84,86,88,111,101,60,https://img.pokemondb.net/artwork/large/empoleon.jpg
0396,Starly,"['Normal', 'Flying']",245,40,55,30,30,30,60,https://img.pokemondb.net/artwork/large/starly.jpg
0397,Staravia,"['Normal', 'Flying']",340,55,75,50,40,40,80,https://img.pokemondb.net/artwork/large/staravia.jpg
0398,Staraptor,"['Normal', 'Flying']",485,85,120,70,50,60,100,https://img.pokemondb.net/artwork/large/staraptor.jpg
0399,Bidoof,['Normal'],250,59,45,40,35,40,31,https://img.pokemondb.net/artwork/large/bidoof.jpg
0400,Bibarel,"['Normal', 'Water']",410,79,85,60,55,60,71,https://img.pokemondb.net/artwork/large/bibarel.jpg
0401,Kricketot,['Bug'],194,37,25,41,25,41,25,https://img.pokemondb.net/artwork/large/kricketot.jpg
0402,Kricketune,['Bug'],384,77,85,51,55,51,65,https://img.pokemondb.net/artwork/large/kricketune.jpg
0403,Shinx,['Electric'],263,45,65,34,40,34,45,https://img.pokemondb.net/artwork/large/shinx.jpg
0404,Luxio,['Electric'],363,60,85,49,60,49,60,https://img.pokemondb.net/artwork/large/luxio.jpg
0405,Luxray,['Electric'],523,80,120,79,95,79,70,https://img.pokemondb.net/artwork/large/luxray.jpg
0406,Budew,"['Grass', 'Poison']",280,40,30,35,50,70,55,https://img.pokemondb.net/artwork/large/budew.jpg
0407,Roserade,"['Grass', 'Poison']",515,60,70,65,125,105,90,https://img.pokemondb.net/artwork/large/roserade.jpg
0408,Cranidos,['Rock'],350,67,125,40,30,30,58,https://img.pokemondb.net/artwork/large/cranidos.jpg
0409,Rampardos,['Rock'],495,97,165,60,65,50,58,https://img.pokemondb.net/artwork/large/rampardos.jpg
0410,Shieldon,"['Rock', 'Steel']",350,30,42,118,42,88,30,https://img.pokemondb.net/artwork/large/shieldon.jpg
0411,Bastiodon,"['Rock', 'Steel']",495,60,52,168,47,138,30,https://img.pokemondb.net/artwork/large/bastiodon.jpg
0412,Burmy,['Bug'],224,40,29,45,29,45,36,https://img.pokemondb.net/artwork/large/burmy-plant.jpg
0412,Burmy,['Bug'],224,40,29,45,29,45,36,https://img.pokemondb.net/artwork/large/burmy-sandy.jpg
0412,Burmy,['Bug'],224,40,29,45,29,45,36,https://img.pokemondb.net/artwork/large/burmy-trash.jpg
0413,Wormadam,"['Bug', 'Grass']",424,60,59,85,79,105,36,https://img.pokemondb.net/artwork/large/wormadam-plant.jpg
0413,Wormadam,"['Bug', 'Ground']",424,60,79,105,59,85,36,https://img.pokemondb.net/artwork/large/wormadam-sandy.jpg
0413,Wormadam,"['Bug', 'Steel']",424,60,69,95,69,95,36,https://img.pokemondb.net/artwork/large/wormadam-trash.jpg
0414,Mothim,"['Bug', 'Flying']",424,70,94,50,94,50,66,https://img.pokemondb.net/artwork/large/mothim.jpg
0415,Combee,"['Bug', 'Flying']",244,30,30,42,30,42,70,https://img.pokemondb.net/artwork/large/combee.jpg
0416,Vespiquen,"['Bug', 'Flying']",474,70,80,102,80,102,40,https://img.pokemondb.net/artwork/large/vespiquen.jpg
0417,Pachirisu,['Electric'],405,60,45,70,45,90,95,https://img.pokemondb.net/artwork/large/pachirisu.jpg
0418,Buizel,['Water'],330,55,65,35,60,30,85,https://img.pokemondb.net/artwork/large/buizel.jpg
0419,Floatzel,['Water'],495,85,105,55,85,50,115,https://img.pokemondb.net/artwork/large/floatzel.jpg
0420,Cherubi,['Grass'],275,45,35,45,62,53,35,https://img.pokemondb.net/artwork/large/cherubi.jpg
0421,Cherrim,['Grass'],450,70,60,70,87,78,85,https://img.pokemondb.net/artwork/large/cherrim.jpg
0422,Shellos,['Water'],325,76,48,48,57,62,34,https://img.pokemondb.net/artwork/large/shellos.jpg
0423,Gastrodon,"['Water', 'Ground']",475,111,83,68,92,82,39,https://img.pokemondb.net/artwork/large/gastrodon.jpg
0424,Ambipom,['Normal'],482,75,100,66,60,66,115,https://img.pokemondb.net/artwork/large/ambipom.jpg
0425,Drifloon,"['Ghost', 'Flying']",348,90,50,34,60,44,70,https://img.pokemondb.net/artwork/large/drifloon.jpg
0426,Drifblim,"['Ghost', 'Flying']",498,150,80,44,90,54,80,https://img.pokemondb.net/artwork/large/drifblim.jpg
0427,Buneary,['Normal'],350,55,66,44,44,56,85,https://img.pokemondb.net/artwork/large/buneary.jpg
0428,Lopunny,['Normal'],480,65,76,84,54,96,105,https://img.pokemondb.net/artwork/large/lopunny.jpg
0428,Lopunny,"['Normal', 'Fighting']",580,65,136,94,54,96,135,https://img.pokemondb.net/artwork/large/lopunny-mega.jpg
0429,Mismagius,['Ghost'],495,60,60,60,105,105,105,https://img.pokemondb.net/artwork/large/mismagius.jpg
0430,Honchkrow,"['Dark', 'Flying']",505,100,125,52,105,52,71,https://img.pokemondb.net/artwork/large/honchkrow.jpg
0431,Glameow,['Normal'],310,49,55,42,42,37,85,https://img.pokemondb.net/artwork/large/glameow.jpg
0432,Purugly,['Normal'],452,71,82,64,64,59,112,https://img.pokemondb.net/artwork/large/purugly.jpg
0433,Chingling,['Psychic'],285,45,30,50,65,50,45,https://img.pokemondb.net/artwork/large/chingling.jpg
0434,Stunky,"['Poison', 'Dark']",329,63,63,47,41,41,74,https://img.pokemondb.net/artwork/large/stunky.jpg
0435,Skuntank,"['Poison', 'Dark']",479,103,93,67,71,61,84,https://img.pokemondb.net/artwork/large/skuntank.jpg
0436,Bronzor,"['Steel', 'Psychic']",300,57,24,86,24,86,23,https://img.pokemondb.net/artwork/large/bronzor.jpg
0437,Bronzong,"['Steel', 'Psychic']",500,67,89,116,79,116,33,https://img.pokemondb.net/artwork/large/bronzong.jpg
0438,Bonsly,['Rock'],290,50,80,95,10,45,10,https://img.pokemondb.net/artwork/large/bonsly.jpg
0439,Mime Jr.,"['Psychic', 'Fairy']",310,20,25,45,70,90,60,https://img.pokemondb.net/artwork/large/mime-jr.jpg
0440,Happiny,['Normal'],220,100,5,5,15,65,30,https://img.pokemondb.net/artwork/large/happiny.jpg
0441,Chatot,"['Normal', 'Flying']",411,76,65,45,92,42,91,https://img.pokemondb.net/artwork/large/chatot.jpg
0442,Spiritomb,"['Ghost', 'Dark']",485,50,92,108,92,108,35,https://img.pokemondb.net/artwork/large/spiritomb.jpg
0443,Gible,"['Dragon', 'Ground']",300,58,70,45,40,45,42,https://img.pokemondb.net/artwork/large/gible.jpg
0444,Gabite,"['Dragon', 'Ground']",410,68,90,65,50,55,82,https://img.pokemondb.net/artwork/large/gabite.jpg
0445,Garchomp,"['Dragon', 'Ground']",600,108,130,95,80,85,102,https://img.pokemondb.net/artwork/large/garchomp.jpg
0445,Garchomp,"['Dragon', 'Ground']",700,108,170,115,120,95,92,https://img.pokemondb.net/artwork/large/garchomp-mega.jpg
0446,Munchlax,['Normal'],390,135,85,40,40,85,5,https://img.pokemondb.net/artwork/large/munchlax.jpg
0447,Riolu,['Fighting'],285,40,70,40,35,40,60,https://img.pokemondb.net/artwork/large/riolu.jpg
0448,Lucario,"['Fighting', 'Steel']",525,70,110,70,115,70,90,https://img.pokemondb.net/artwork/large/lucario.jpg
0448,Lucario,"['Fighting', 'Steel']",625,70,145,88,140,70,112,https://img.pokemondb.net/artwork/large/lucario-mega.jpg
0449,Hippopotas,['Ground'],330,68,72,78,38,42,32,https://img.pokemondb.net/artwork/large/hippopotas.jpg
0450,Hippowdon,['Ground'],525,108,112,118,68,72,47,https://img.pokemondb.net/artwork/large/hippowdon.jpg
0451,Skorupi,"['Poison', 'Bug']",330,40,50,90,30,55,65,https://img.pokemondb.net/artwork/large/skorupi.jpg
0452,Drapion,"['Poison', 'Dark']",500,70,90,110,60,75,95,https://img.pokemondb.net/artwork/large/drapion.jpg
0453,Croagunk,"['Poison', 'Fighting']",300,48,61,40,61,40,50,https://img.pokemondb.net/artwork/large/croagunk.jpg
0454,Toxicroak,"['Poison', 'Fighting']",490,83,106,65,86,65,85,https://img.pokemondb.net/artwork/large/toxicroak.jpg
0455,Carnivine,['Grass'],454,74,100,72,90,72,46,https://img.pokemondb.net/artwork/large/carnivine.jpg
0456,Finneon,['Water'],330,49,49,56,49,61,66,https://img.pokemondb.net/artwork/large/finneon.jpg
0457,Lumineon,['Water'],460,69,69,76,69,86,91,https://img.pokemondb.net/artwork/large/lumineon.jpg
0458,Mantyke,"['Water', 'Flying']",345,45,20,50,60,120,50,https://img.pokemondb.net/artwork/large/mantyke.jpg
0459,Snover,"['Grass', 'Ice']",334,60,62,50,62,60,40,https://img.pokemondb.net/artwork/large/snover.jpg
0460,Abomasnow,"['Grass', 'Ice']",494,90,92,75,92,85,60,https://img.pokemondb.net/artwork/large/abomasnow.jpg
0460,Abomasnow,"['Grass', 'Ice']",594,90,132,105,132,105,30,https://img.pokemondb.net/artwork/large/abomasnow-mega.jpg
0461,Weavile,"['Dark', 'Ice']",510,70,120,65,45,85,125,https://img.pokemondb.net/artwork/large/weavile.jpg
0462,Magnezone,"['Electric', 'Steel']",535,70,70,115,130,90,60,https://img.pokemondb.net/artwork/large/magnezone.jpg
0463,Lickilicky,['Normal'],515,110,85,95,80,95,50,https://img.pokemondb.net/artwork/large/lickilicky.jpg
0464,Rhyperior,"['Ground', 'Rock']",535,115,140,130,55,55,40,https://img.pokemondb.net/artwork/large/rhyperior.jpg
0465,Tangrowth,['Grass'],535,100,100,125,110,50,50,https://img.pokemondb.net/artwork/large/tangrowth.jpg
0466,Electivire,['Electric'],540,75,123,67,95,85,95,https://img.pokemondb.net/artwork/large/electivire.jpg
0467,Magmortar,['Fire'],540,75,95,67,125,95,83,https://img.pokemondb.net/artwork/large/magmortar.jpg
0468,Togekiss,"['Fairy', 'Flying']",545,85,50,95,120,115,80,https://img.pokemondb.net/artwork/large/togekiss.jpg
0469,Yanmega,"['Bug', 'Flying']",515,86,76,86,116,56,95,https://img.pokemondb.net/artwork/large/yanmega.jpg
0470,Leafeon,['Grass'],525,65,110,130,60,65,95,https://img.pokemondb.net/artwork/large/leafeon.jpg
0471,Glaceon,['Ice'],525,65,60,110,130,95,65,https://img.pokemondb.net/artwork/large/glaceon.jpg
0472,Gliscor,"['Ground', 'Flying']",510,75,95,125,45,75,95,https://img.pokemondb.net/artwork/large/gliscor.jpg
0473,Mamoswine,"['Ice', 'Ground']",530,110,130,80,70,60,80,https://img.pokemondb.net/artwork/large/mamoswine.jpg
0474,Porygon-Z,['Normal'],535,85,80,70,135,75,90,https://img.pokemondb.net/artwork/large/porygon-z.jpg
0475,Gallade,"['Psychic', 'Fighting']",518,68,125,65,65,115,80,https://img.pokemondb.net/artwork/large/gallade.jpg
0475,Gallade,"['Psychic', 'Fighting']",618,68,165,95,65,115,110,https://img.pokemondb.net/artwork/large/gallade-mega.jpg
0476,Probopass,"['Rock', 'Steel']",525,60,55,145,75,150,40,https://img.pokemondb.net/artwork/large/probopass.jpg
0477,Dusknoir,['Ghost'],525,45,100,135,65,135,45,https://img.pokemondb.net/artwork/large/dusknoir.jpg
0478,Froslass,"['Ice', 'Ghost']",480,70,80,70,80,70,110,https://img.pokemondb.net/artwork/large/froslass.jpg
0479,Rotom,"['Electric', 'Ghost']",440,50,50,77,95,77,91,https://img.pokemondb.net/artwork/large/rotom.jpg
0479,Rotom,"['Electric', 'Fire']",520,50,65,107,105,107,86,https://img.pokemondb.net/artwork/large/rotom-heat.jpg
0479,Rotom,"['Electric', 'Water']",520,50,65,107,105,107,86,https://img.pokemondb.net/artwork/large/rotom-wash.jpg
0479,Rotom,"['Electric', 'Ice']",520,50,65,107,105,107,86,https://img.pokemondb.net/artwork/large/rotom-frost.jpg
0479,Rotom,"['Electric', 'Flying']",520,50,65,107,105,107,86,https://img.pokemondb.net/artwork/large/rotom-fan.jpg
0479,Rotom,"['Electric', 'Grass']",520,50,65,107,105,107,86,https://img.pokemondb.net/artwork/large/rotom-mow.jpg
0480,Uxie,['Psychic'],580,75,75,130,75,130,95,https://img.pokemondb.net/artwork/large/uxie.jpg
0481,Mesprit,['Psychic'],580,80,105,105,105,105,80,https://img.pokemondb.net/artwork/large/mesprit.jpg
0482,Azelf,['Psychic'],580,75,125,70,125,70,115,https://img.pokemondb.net/artwork/large/azelf.jpg
0483,Dialga,"['Steel', 'Dragon']",680,100,120,120,150,100,90,https://img.pokemondb.net/artwork/large/dialga.jpg
0483,Dialga,"['Steel', 'Dragon']",680,100,100,120,150,120,90,https://img.pokemondb.net/artwork/large/dialga-origin.jpg
0484,Palkia,"['Water', 'Dragon']",680,90,120,100,150,120,100,https://img.pokemondb.net/artwork/large/palkia.jpg
0484,Palkia,"['Water', 'Dragon']",680,90,100,100,150,120,120,https://img.pokemondb.net/artwork/large/palkia-origin.jpg
0485,Heatran,"['Fire', 'Steel']",600,91,90,106,130,106,77,https://img.pokemondb.net/artwork/large/heatran.jpg
0486,Regigigas,['Normal'],670,110,160,110,80,110,100,https://img.pokemondb.net/artwork/large/regigigas.jpg
0487,Giratina,"['Ghost', 'Dragon']",680,150,100,120,100,120,90,https://img.pokemondb.net/artwork/large/giratina-altered.jpg
0487,Giratina,"['Ghost', 'Dragon']",680,150,120,100,120,100,90,https://img.pokemondb.net/artwork/large/giratina-origin.jpg
0488,Cresselia,['Psychic'],580,120,70,110,75,120,85,https://img.pokemondb.net/artwork/large/cresselia.jpg
0489,Phione,['Water'],480,80,80,80,80,80,80,https://img.pokemondb.net/artwork/large/phione.jpg
0490,Manaphy,['Water'],600,100,100,100,100,100,100,https://img.pokemondb.net/artwork/large/manaphy.jpg
0491,Darkrai,['Dark'],600,70,90,90,135,90,125,https://img.pokemondb.net/artwork/large/darkrai.jpg
0492,Shaymin,['Grass'],600,100,100,100,100,100,100,https://img.pokemondb.net/artwork/large/shaymin-land.jpg
0492,Shaymin,"['Grass', 'Flying']",600,100,103,75,120,75,127,https://img.pokemondb.net/artwork/large/shaymin-sky.jpg
0493,Arceus,['Normal'],720,120,120,120,120,120,120,https://img.pokemondb.net/artwork/large/arceus.jpg
0494,Victini,"['Psychic', 'Fire']",600,100,100,100,100,100,100,https://img.pokemondb.net/artwork/large/victini.jpg
0495,Snivy,['Grass'],308,45,45,55,45,55,63,https://img.pokemondb.net/artwork/large/snivy.jpg
0496,Servine,['Grass'],413,60,60,75,60,75,83,https://img.pokemondb.net/artwork/large/servine.jpg
0497,Serperior,['Grass'],528,75,75,95,75,95,113,https://img.pokemondb.net/artwork/large/serperior.jpg
0498,Tepig,['Fire'],308,65,63,45,45,45,45,https://img.pokemondb.net/artwork/large/tepig.jpg
0499,Pignite,"['Fire', 'Fighting']",418,90,93,55,70,55,55,https://img.pokemondb.net/artwork/large/pignite.jpg
0500,Emboar,"['Fire', 'Fighting']",528,110,123,65,100,65,65,https://img.pokemondb.net/artwork/large/emboar.jpg
0501,Oshawott,['Water'],308,55,55,45,63,45,45,https://img.pokemondb.net/artwork/large/oshawott.jpg
0502,Dewott,['Water'],413,75,75,60,83,60,60,https://img.pokemondb.net/artwork/large/dewott.jpg
0503,Samurott,['Water'],528,95,100,85,108,70,70,https://img.pokemondb.net/artwork/large/samurott.jpg
0503,Samurott,"['Water', 'Dark']",528,90,108,80,100,65,85,https://img.pokemondb.net/artwork/large/samurott-hisuian.jpg
0504,Patrat,['Normal'],255,45,55,39,35,39,42,https://img.pokemondb.net/artwork/large/patrat.jpg
0505,Watchog,['Normal'],420,60,85,69,60,69,77,https://img.pokemondb.net/artwork/large/watchog.jpg
0506,Lillipup,['Normal'],275,45,60,45,25,45,55,https://img.pokemondb.net/artwork/large/lillipup.jpg
0507,Herdier,['Normal'],370,65,80,65,35,65,60,https://img.pokemondb.net/artwork/large/herdier.jpg
0508,Stoutland,['Normal'],500,85,110,90,45,90,80,https://img.pokemondb.net/artwork/large/stoutland.jpg
0509,Purrloin,['Dark'],281,41,50,37,50,37,66,https://img.pokemondb.net/artwork/large/purrloin.jpg
0510,Liepard,['Dark'],446,64,88,50,88,50,106,https://img.pokemondb.net/artwork/large/liepard.jpg
0511,Pansage,['Grass'],316,50,53,48,53,48,64,https://img.pokemondb.net/artwork/large/pansage.jpg
0512,Simisage,['Grass'],498,75,98,63,98,63,101,https://img.pokemondb.net/artwork/large/simisage.jpg
0513,Pansear,['Fire'],316,50,53,48,53,48,64,https://img.pokemondb.net/artwork/large/pansear.jpg
0514,Simisear,['Fire'],498,75,98,63,98,63,101,https://img.pokemondb.net/artwork/large/simisear.jpg
0515,Panpour,['Water'],316,50,53,48,53,48,64,https://img.pokemondb.net/artwork/large/panpour.jpg
0516,Simipour,['Water'],498,75,98,63,98,63,101,https://img.pokemondb.net/artwork/large/simipour.jpg
0517,Munna,['Psychic'],292,76,25,45,67,55,24,https://img.pokemondb.net/artwork/large/munna.jpg
0518,Musharna,['Psychic'],487,116,55,85,107,95,29,https://img.pokemondb.net/artwork/large/musharna.jpg
0519,Pidove,"['Normal', 'Flying']",264,50,55,50,36,30,43,https://img.pokemondb.net/artwork/large/pidove.jpg
0520,Tranquill,"['Normal', 'Flying']",358,62,77,62,50,42,65,https://img.pokemondb.net/artwork/large/tranquill.jpg
0521,Unfezant,"['Normal', 'Flying']",488,80,115,80,65,55,93,https://img.pokemondb.net/artwork/large/unfezant.jpg
0522,Blitzle,['Electric'],295,45,60,32,50,32,76,https://img.pokemondb.net/artwork/large/blitzle.jpg
0523,Zebstrika,['Electric'],497,75,100,63,80,63,116,https://img.pokemondb.net/artwork/large/zebstrika.jpg
0524,Roggenrola,['Rock'],280,55,75,85,25,25,15,https://img.pokemondb.net/artwork/large/roggenrola.jpg
0525,Boldore,['Rock'],390,70,105,105,50,40,20,https://img.pokemondb.net/artwork/large/boldore.jpg
0526,Gigalith,['Rock'],515,85,135,130,60,80,25,https://img.pokemondb.net/artwork/large/gigalith.jpg
0527,Woobat,"['Psychic', 'Flying']",323,65,45,43,55,43,72,https://img.pokemondb.net/artwork/large/woobat.jpg
0528,Swoobat,"['Psychic', 'Flying']",425,67,57,55,77,55,114,https://img.pokemondb.net/artwork/large/swoobat.jpg
0529,Drilbur,['Ground'],328,60,85,40,30,45,68,https://img.pokemondb.net/artwork/large/drilbur.jpg
0530,Excadrill,"['Ground', 'Steel']",508,110,135,60,50,65,88,https://img.pokemondb.net/artwork/large/excadrill.jpg
0531,Audino,['Normal'],445,103,60,86,60,86,50,https://img.pokemondb.net/artwork/large/audino.jpg
0531,Audino,"['Normal', 'Fairy']",545,103,60,126,80,126,50,https://img.pokemondb.net/artwork/large/audino-mega.jpg
0532,Timburr,['Fighting'],305,75,80,55,25,35,35,https://img.pokemondb.net/artwork/large/timburr.jpg
0533,Gurdurr,['Fighting'],405,85,105,85,40,50,40,https://img.pokemondb.net/artwork/large/gurdurr.jpg
0534,Conkeldurr,['Fighting'],505,105,140,95,55,65,45,https://img.pokemondb.net/artwork/large/conkeldurr.jpg
0535,Tympole,['Water'],294,50,50,40,50,40,64,https://img.pokemondb.net/artwork/large/tympole.jpg
0536,Palpitoad,"['Water', 'Ground']",384,75,65,55,65,55,69,https://img.pokemondb.net/artwork/large/palpitoad.jpg
0537,Seismitoad,"['Water', 'Ground']",509,105,95,75,85,75,74,https://img.pokemondb.net/artwork/large/seismitoad.jpg
0538,Throh,['Fighting'],465,120,100,85,30,85,45,https://img.pokemondb.net/artwork/large/throh.jpg
0539,Sawk,['Fighting'],465,75,125,75,30,75,85,https://img.pokemondb.net/artwork/large/sawk.jpg
0540,Sewaddle,"['Bug', 'Grass']",310,45,53,70,40,60,42,https://img.pokemondb.net/artwork/large/sewaddle.jpg
0541,Swadloon,"['Bug', 'Grass']",380,55,63,90,50,80,42,https://img.pokemondb.net/artwork/large/swadloon.jpg
0542,Leavanny,"['Bug', 'Grass']",500,75,103,80,70,80,92,https://img.pokemondb.net/artwork/large/leavanny.jpg
0543,Venipede,"['Bug', 'Poison']",260,30,45,59,30,39,57,https://img.pokemondb.net/artwork/large/venipede.jpg
0544,Whirlipede,"['Bug', 'Poison']",360,40,55,99,40,79,47,https://img.pokemondb.net/artwork/large/whirlipede.jpg
0545,Scolipede,"['Bug', 'Poison']",485,60,100,89,55,69,112,https://img.pokemondb.net/artwork/large/scolipede.jpg
0546,Cottonee,"['Grass', 'Fairy']",280,40,27,60,37,50,66,https://img.pokemondb.net/artwork/large/cottonee.jpg
0547,Whimsicott,"['Grass', 'Fairy']",480,60,67,85,77,75,116,https://img.pokemondb.net/artwork/large/whimsicott.jpg
0548,Petilil,['Grass'],280,45,35,50,70,50,30,https://img.pokemondb.net/artwork/large/petilil.jpg
0549,Lilligant,['Grass'],480,70,60,75,110,75,90,https://img.pokemondb.net/artwork/large/lilligant.jpg
0549,Lilligant,"['Grass', 'Fighting']",480,70,105,75,50,75,105,https://img.pokemondb.net/artwork/large/lilligant-hisuian.jpg
0550,Basculin,['Water'],460,70,92,65,80,55,98,https://img.pokemondb.net/artwork/large/basculin-red-striped.jpg
0550,Basculin,['Water'],460,70,92,65,80,55,98,https://img.pokemondb.net/artwork/large/basculin-blue-striped.jpg
0550,Basculin,['Water'],460,70,92,65,80,55,98,https://img.pokemondb.net/artwork/large/basculin-white-striped.jpg
0551,Sandile,"['Ground', 'Dark']",292,50,72,35,35,35,65,https://img.pokemondb.net/artwork/large/sandile.jpg
0552,Krokorok,"['Ground', 'Dark']",351,60,82,45,45,45,74,https://img.pokemondb.net/artwork/large/krokorok.jpg
0553,Krookodile,"['Ground', 'Dark']",519,95,117,80,65,70,92,https://img.pokemondb.net/artwork/large/krookodile.jpg
0554,Darumaka,['Fire'],315,70,90,45,15,45,50,https://img.pokemondb.net/artwork/large/darumaka.jpg
0554,Darumaka,['Ice'],315,70,90,45,15,45,50,https://img.pokemondb.net/artwork/large/darumaka-galarian.jpg
0555,Darmanitan,['Fire'],480,105,140,55,30,55,95,https://img.pokemondb.net/artwork/large/darmanitan-standard.jpg
0555,Darmanitan,"['Fire', 'Psychic']",540,105,30,105,140,105,55,https://img.pokemondb.net/artwork/large/darmanitan-zen.jpg
0555,Darmanitan,['Ice'],480,105,140,55,30,55,95,https://img.pokemondb.net/artwork/large/darmanitan-galarian-standard.jpg
0555,Darmanitan,"['Ice', 'Fire']",540,105,160,55,30,55,135,https://img.pokemondb.net/artwork/large/darmanitan-galarian-zen.jpg
0556,Maractus,['Grass'],461,75,86,67,106,67,60,https://img.pokemondb.net/artwork/large/maractus.jpg
0557,Dwebble,"['Bug', 'Rock']",325,50,65,85,35,35,55,https://img.pokemondb.net/artwork/large/dwebble.jpg
0558,Crustle,"['Bug', 'Rock']",485,70,105,125,65,75,45,https://img.pokemondb.net/artwork/large/crustle.jpg
0559,Scraggy,"['Dark', 'Fighting']",348,50,75,70,35,70,48,https://img.pokemondb.net/artwork/large/scraggy.jpg
0560,Scrafty,"['Dark', 'Fighting']",488,65,90,115,45,115,58,https://img.pokemondb.net/artwork/large/scrafty.jpg
0561,Sigilyph,"['Psychic', 'Flying']",490,72,58,80,103,80,97,https://img.pokemondb.net/artwork/large/sigilyph.jpg
0562,Yamask,['Ghost'],303,38,30,85,55,65,30,https://img.pokemondb.net/artwork/large/yamask.jpg
0562,Yamask,"['Ground', 'Ghost']",303,38,55,85,30,65,30,https://img.pokemondb.net/artwork/large/yamask-galarian.jpg
0563,Cofagrigus,['Ghost'],483,58,50,145,95,105,30,https://img.pokemondb.net/artwork/large/cofagrigus.jpg
0564,Tirtouga,"['Water', 'Rock']",355,54,78,103,53,45,22,https://img.pokemondb.net/artwork/large/tirtouga.jpg
0565,Carracosta,"['Water', 'Rock']",495,74,108,133,83,65,32,https://img.pokemondb.net/artwork/large/carracosta.jpg
0566,Archen,"['Rock', 'Flying']",401,55,112,45,74,45,70,https://img.pokemondb.net/artwork/large/archen.jpg
0567,Archeops,"['Rock', 'Flying']",567,75,140,65,112,65,110,https://img.pokemondb.net/artwork/large/archeops.jpg
0568,Trubbish,['Poison'],329,50,50,62,40,62,65,https://img.pokemondb.net/artwork/large/trubbish.jpg
0569,Garbodor,['Poison'],474,80,95,82,60,82,75,https://img.pokemondb.net/artwork/large/garbodor.jpg
0570,Zorua,['Dark'],330,40,65,40,80,40,65,https://img.pokemondb.net/artwork/large/zorua.jpg
0570,Zorua,"['Normal', 'Ghost']",330,35,60,40,85,40,70,https://img.pokemondb.net/artwork/large/zorua-hisuian.jpg
0571,Zoroark,['Dark'],510,60,105,60,120,60,105,https://img.pokemondb.net/artwork/large/zoroark.jpg
0571,Zoroark,"['Normal', 'Ghost']",510,55,100,60,125,60,110,https://img.pokemondb.net/artwork/large/zoroark-hisuian.jpg
0572,Minccino,['Normal'],300,55,50,40,40,40,75,https://img.pokemondb.net/artwork/large/minccino.jpg
0573,Cinccino,['Normal'],470,75,95,60,65,60,115,https://img.pokemondb.net/artwork/large/cinccino.jpg
0574,Gothita,['Psychic'],290,45,30,50,55,65,45,https://img.pokemondb.net/artwork/large/gothita.jpg
0575,Gothorita,['Psychic'],390,60,45,70,75,85,55,https://img.pokemondb.net/artwork/large/gothorita.jpg
